1,10,0.375,0.4375,0.0625,0,0,0,0.125
1,2,0.2861952862,0.3905723906,0.0673400673,0,0.1077441077,0.0976430976,0.0505050505
1,3,0.3344594595,0.2905405405,0.0844594595,0.0033783784,0.1486486486,0.0878378378,0.0506756757
1,4,0.2894736842,0.4210526316,0.0263157895,0.0263157895,0.1315789474,0.1052631579,0
1,5,0.2545454545,0.4454545455,0.0545454545,0.0181818182,0.1363636364,0.0727272727,0.0181818182
1,7,0.2222222222,0.4444444444,0,0,0,0.2222222222,0.1111111111
1,8,0.25,0.3928571429,0.0357142857,0,0.1071428571,0.1785714286,0.0357142857
1,9,0.3109243697,0.2773109244,0.0966386555,0,0.1218487395,0.1302521008,0.0630252101
2,1,0.2666666667,0.4666666667,0.1333333333,0,0.1,0.0333333333,0
2,10,0.3174603175,0.4761904762,0.0793650794,0,0.0634920635,0.0317460317,0.0317460317
2,2,0.3409915357,0.38452237,0.0798065296,0.0036275695,0.1100362757,0.0350665054,0.045949214
2,3,0.3452685422,0.3606138107,0.0728900256,0.0063938619,0.1189258312,0.0447570332,0.0511508951
2,4,0.2868852459,0.5,0.0491803279,0.0081967213,0.0819672131,0.0573770492,0.0163934426
2,5,0.3541666667,0.3932291667,0.0807291667,0.0026041667,0.0833333333,0.0494791667,0.0364583333
2,6,0.3272727273,0.3090909091,0.1272727273,0,0.1090909091,0.1272727273,0
2,7,0.3582089552,0.328358209,0.0746268657,0,0.0895522388,0.0895522388,0.0597014925
2,8,0.329787234,0.3191489362,0.1063829787,0,0.1808510638,0.0319148936,0.0319148936
2,9,0.4069767442,0.3313953488,0.0833333333,0.0019379845,0.1027131783,0.0348837209,0.0387596899
3,1,0.25,0.5,0,0,0,0.25,0
3,10,0,1,0,0,0,0,0
3,2,0.4330708661,0.3543307087,0.0236220472,0.0078740157,0.0708661417,0,0.1102362205
3,3,0.4885496183,0.3358778626,0.0381679389,0,0.0763358779,0,0.0610687023
3,4,0,1,0,0,0,0,0
3,5,0.525,0.325,0.05,0,0.075,0,0.025
3,6,0.3333333333,0.6666666667,0,0,0,0,0
3,7,0.4782608696,0.2173913043,0.1739130435,0,0.0869565217,0,0.0434782609
3,9,0.4583333333,0.3333333333,0.0416666667,0,0.0625,0.0208333333,0.0833333333
4,1,0.28125,0.515625,0.046875,0.015625,0.09375,0.046875,0
4,10,0.3230769231,0.3692307692,0.0461538462,0,0.1538461538,0.0461538462,0.0615384615
4,2,0.3422818792,0.4013422819,0.0691275168,0.0040268456,0.1060402685,0.0422818792,0.0348993289
4,3,0.3598455598,0.3644787645,0.0749034749,0.0015444015,0.1196911197,0.0285714286,0.050965251
4,4,0.2594936709,0.4430379747,0.0696202532,0,0.1582278481,0.0379746835,0.0316455696
4,5,0.3203252033,0.4195121951,0.0715447154,0.0016260163,0.1040650407,0.0455284553,0.037398374
4,6,0.3417721519,0.3670886076,0.0759493671,0,0.1139240506,0.0759493671,0.0253164557
4,7,0.3482142857,0.3571428571,0.0803571429,0,0.1071428571,0.0892857143,0.0178571429
4,8,0.2932330827,0.4436090226,0.0827067669,0,0.1203007519,0.045112782,0.015037594
4,9,0.3573033708,0.3674157303,0.0606741573,0.004494382,0.1348314607,0.0348314607,0.0404494382
5,1,0.2105263158,0.5438596491,0.0701754386,0,0.1052631579,0.0526315789,0.0175438596
5,10,0.1666666667,0.5833333333,0.0416666667,0,0.0833333333,0.0416666667,0.0833333333
5,2,0.3793103448,0.3457350272,0.0589836661,0.002722323,0.1324863884,0.0444646098,0.0362976407
5,3,0.4006376196,0.3475026567,0.0690754516,0,0.0850159405,0.0425079702,0.0552603613
5,4,0.3270440252,0.4213836478,0.0440251572,0,0.1572327044,0.0440251572,0.0062893082
5,5,0.3244897959,0.3714285714,0.087755102,0.0020408163,0.1367346939,0.0448979592,0.0326530612
5,6,0.3195876289,0.3402061856,0.1237113402,0,0.1546391753,0.0618556701,0
5,7,0.3425925926,0.3518518519,0.037037037,0.0092592593,0.1481481481,0.0648148148,0.0462962963
5,8,0.3232323232,0.3535353535,0.1111111111,0,0.1616161616,0.0404040404,0.0101010101
5,9,0.3968784838,0.3489409142,0.0468227425,0.0022296544,0.1137123746,0.0356744705,0.0557413601
6,2,0.2608695652,0.2173913043,0.2173913043,0,0.0869565217,0.1739130435,0.0434782609
6,3,0,0.25,0,0,0.5,0.25,0
6,5,0.3333333333,0.3888888889,0.1111111111,0,0.0555555556,0.0555555556,0.0555555556
6,7,0.25,0,0.5,0,0,0,0.25
6,8,0,0.6666666667,0,0,0,0.3333333333,0
6,9,0.0833333333,0.5833333333,0.0833333333,0,0.0833333333,0,0.1666666667
7,1,0.4,0.4,0,0,0,0,0.2
7,10,0.4166666667,0.4166666667,0,0,0,0.0416666667,0.125
7,2,0.3955696203,0.3607594937,0.0537974684,0.003164557,0.0981012658,0.0253164557,0.0632911392
7,3,0.4076246334,0.3313782991,0.0615835777,0.0029325513,0.1026392962,0.0175953079,0.0762463343
7,4,0.4,0.4222222222,0.0222222222,0.0222222222,0.1111111111,0.0222222222,0
7,5,0.4071428571,0.3785714286,0.0357142857,0,0.0714285714,0.05,0.0571428571
7,6,0.2857142857,0.4285714286,0.1428571429,0.1428571429,0,0,0
7,7,0.431372549,0.3137254902,0.0784313725,0,0,0.0784313725,0.0980392157
